Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2016-06-02T16:17:00+00:00,,,51.591828,-3.780496,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Firearms,Nothing found - no further action,False,
Person search,2016-06-02T16:24:00+00:00,,,51.591828,-3.780496,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-02T17:44:00+00:00,,,51.690348,-3.413377,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-02T18:57:00+00:00,,,51.605381,-3.339285,Male,over 34,White - White British (W1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-02T18:57:00+00:00,,,51.605381,-3.339285,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-02T18:57:00+00:00,,,51.605381,-3.339285,Male,18-24,White - White British (W1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-02T19:00:00+00:00,,,51.484760,-3.238950,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-02T20:21:00+00:00,,,,,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,False,
Person search,2016-06-02T20:26:00+00:00,,,,,,,,,,,,,
Person search,2016-06-02T20:41:00+00:00,,,,,,,,,,,,,
Person search,2016-06-02T22:27:00+00:00,,,51.391684,-3.275787,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2016-06-02T23:19:00+00:00,,,51.622949,-3.944862,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-06-02T23:23:00+00:00,,,51.622949,-3.944862,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,False,
Person search,2016-06-02T23:39:00+00:00,,,51.622949,-3.944862,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-06-02T23:43:00+00:00,,,51.622949,-3.944862,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-06-03T01:02:00+00:00,,,51.472745,-3.179894,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person and Vehicle search,2016-06-03T01:02:00+00:00,,,51.472745,-3.179894,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect summonsed to court,False,
Person search,2016-06-03T06:59:00+00:00,,,51.414166,-3.272357,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,
Person search,2016-06-03T07:46:00+00:00,,,51.697905,-3.428675,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,
Person search,2016-06-03T08:06:00+00:00,,,51.697905,-3.428675,Female,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-03T11:07:00+00:00,,,51.516286,-3.178785,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-06-03T13:29:00+00:00,,,51.481068,-3.182845,Male,over 34,,,,,,,
Person search,2016-06-03T13:56:00+00:00,,,,,Male,,,,,,,,
Person search,2016-06-03T14:40:00+00:00,,,51.598837,-3.775442,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,
Person search,2016-06-03T20:50:00+00:00,,,51.486450,-3.159018,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-06-03T20:52:00+00:00,,,51.487406,-3.159590,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-06-03T22:24:00+00:00,,,,,,,,,,,,,
Person search,2016-06-03T23:36:00+00:00,,,,,,,,,,,,,
Person search,2016-06-03T23:39:00+00:00,,,,,,,,,,,,,
Person search,2016-06-03T23:39:00+00:00,,,51.477741,-3.177560,Male,,Chinese or other ethnic group - Any other ethnic group (O9),Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-04T00:15:00+00:00,,,51.508129,-3.577491,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-06-04T00:27:00+00:00,,,,,,,,,,,,,
Person search,2016-06-04T03:56:00+00:00,,,51.477141,-3.178222,Male,25-34,Mixed - White and Black Caribbean (M1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-04T04:04:00+00:00,,,51.480314,-3.179139,Male,25-34,,,,,,,
Person search,2016-06-04T04:35:00+00:00,,,51.682310,-3.380045,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-06-04T06:40:00+00:00,,,51.615192,-3.957617,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,
Person search,2016-06-04T06:40:00+00:00,,,51.615192,-3.957617,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,
Person search,2016-06-04T06:40:00+00:00,,,51.615192,-3.957617,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,
Person search,2016-06-04T14:40:00+00:00,,,,,Male,,Not Stated (NS),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-04T15:01:00+00:00,,,,,Female,,Not Stated (NS),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-04T15:28:00+00:00,,,51.610638,-3.329301,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-06-04T15:29:00+00:00,,,,,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,
Person search,2016-06-04T15:30:00+00:00,,,51.506902,-3.148529,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-04T15:34:00+00:00,,,51.506902,-3.148529,Male,10-17,Asian or Asian British - Pakistani (A2),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-04T17:19:00+00:00,,,51.484170,-3.178461,Male,18-24,Asian or Asian British - Pakistani (A2),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-04T19:06:00+00:00,,,51.481068,-3.182845,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-04T19:10:00+00:00,,,51.481068,-3.182845,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-04T23:10:00+00:00,,,51.508129,-3.577491,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-04T23:17:00+00:00,,,51.486166,-3.162280,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-04T23:20:00+00:00,,,51.517229,-3.574131,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-04T23:38:00+00:00,,,,,,,,,,,,,
Person search,2016-06-04T23:38:00+00:00,,,,,,,,,,,,,
Person search,2016-06-04T23:38:00+00:00,,,,,,,,,,,,,
Person search,2016-06-04T23:38:00+00:00,,,,,,,,,,,,,
Person search,2016-06-04T23:50:00+00:00,,,,,Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Firearms Act 1968 (section 47),Firearms,Suspect arrested,False,
Person search,2016-06-05T02:56:00+00:00,,,,,,,,,,,,,
Person search,2016-06-05T04:25:00+00:00,,,51.619745,-3.940116,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-05T11:08:00+00:00,,,51.603395,-3.342345,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-05T14:23:00+00:00,,,51.626622,-3.336746,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,
Person search,2016-06-05T16:24:00+00:00,,,51.489672,-3.164170,Female,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,False,
Person and Vehicle search,2016-06-05T17:31:00+00:00,,,51.482469,-3.165052,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-05T17:36:00+00:00,,,51.482469,-3.165052,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-05T19:02:00+00:00,,,51.390745,-3.276968,Male,25-34,Asian or Asian British - Indian (A1),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,,
Person search,2016-06-05T19:39:00+00:00,,,51.517229,-3.574131,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-05T20:45:00+00:00,,,51.517936,-3.576447,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,
Person search,2016-06-05T21:00:00+00:00,,,,,,,,,,,,,
Person search,2016-06-05T22:21:00+00:00,,,51.621986,-3.916491,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2016-06-05T22:22:00+00:00,,,51.621986,-3.916491,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2016-06-05T22:26:00+00:00,,,51.621986,-3.916491,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2016-06-05T23:43:00+00:00,,,51.591828,-3.780496,Female,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,False,
Person search,2016-06-06T03:48:00+00:00,,,51.493906,-3.250722,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Firearms,Nothing found - no further action,False,
Person search,2016-06-06T05:48:00+00:00,,,,,,,,,,,,,
Person search,2016-06-06T06:36:00+00:00,,,51.390745,-3.276968,Male,18-24,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-06T06:39:00+00:00,,,51.390745,-3.276968,Male,10-17,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-06T09:51:00+00:00,,,,,,,,,,,,,
Person search,2016-06-06T09:52:00+00:00,,,51.501990,-3.139473,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2016-06-06T09:52:00+00:00,,,,,,,,,,,,,
Person search,2016-06-06T11:14:00+00:00,,,,,Female,18-24,,,,,,,
Person search,2016-06-06T12:13:00+00:00,,,51.618957,-3.937728,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-06T12:20:00+00:00,,,51.618957,-3.937728,Female,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-06T12:22:00+00:00,,,51.475597,-3.172538,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-06T12:22:00+00:00,,,51.475597,-3.172538,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-06T12:52:00+00:00,,,51.480913,-3.181286,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-06-06T12:57:00+00:00,,,51.480913,-3.181286,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-06-06T13:04:00+00:00,,,51.480913,-3.181286,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-06-06T13:10:00+00:00,,,51.480913,-3.181286,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-06-06T15:48:00+00:00,,,51.602284,-3.541116,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-06T16:21:00+00:00,,,51.618957,-3.937728,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,False,
Person search,2016-06-06T17:09:00+00:00,,,51.469838,-3.169309,Male,18-24,Not Stated (NS),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-07T00:00:00+00:00,,,51.597717,-3.781693,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,
Person search,2016-06-07T01:24:00+00:00,,,51.488332,-3.176767,Male,over 34,Black or Black British - African (B2),Black,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-06-07T03:29:00+00:00,,,51.700443,-3.424761,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-06-07T04:20:00+00:00,,,51.499867,-3.200865,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-06-07T04:22:00+00:00,,,51.499867,-3.200865,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2016-06-07T04:30:00+00:00,,,51.700443,-3.424761,Female,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-06-07T04:49:00+00:00,,,51.598837,-3.775442,Female,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2016-06-07T05:10:00+00:00,,,51.498881,-3.162186,,,,,,,,,
Person search,2016-06-07T09:29:00+00:00,,,51.520648,-3.584021,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,False,
Person search,2016-06-07T09:38:00+00:00,,,51.520648,-3.584021,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),,Nothing found - no further action,,
Person search,2016-06-07T09:43:00+00:00,,,51.509326,-3.580718,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2016-06-07T10:09:00+00:00,,,51.480217,-3.237502,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-07T10:43:00+00:00,,,51.477470,-3.255615,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-07T11:58:00+00:00,,,51.605660,-3.825992,Male,over 34,Mixed - White and Black Caribbean (M1),White,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-07T11:58:00+00:00,,,51.605660,-3.825992,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-07T11:58:00+00:00,,,,,,,,,,,,,
Person and Vehicle search,2016-06-07T15:56:00+00:00,,,51.709777,-4.002793,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),,Nothing found - no further action,False,
Person and Vehicle search,2016-06-07T15:56:00+00:00,,,51.709777,-4.002793,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),,Nothing found - no further action,False,
Person search,2016-06-07T19:01:00+00:00,,,51.623198,-3.975717,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,
Person search,2016-06-07T22:27:00+00:00,,,51.540083,-3.461953,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-06-07T22:51:00+00:00,,,51.472034,-3.191480,Male,25-34,Black or Black British - African (B2),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-06-07T22:51:00+00:00,,,51.472034,-3.191480,Male,18-24,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,False,
Person and Vehicle search,2016-06-07T22:51:00+00:00,,,51.472034,-3.191480,Male,18-24,Black or Black British - African (B2),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-06-07T22:51:00+00:00,,,51.472034,-3.191480,Male,18-24,Black or Black British - African (B2),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-06-07T23:10:00+00:00,,,51.716597,-3.447215,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,Suspect arrested,True,
Person search,2016-06-08T00:39:00+00:00,,,51.709516,-3.424048,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-08T00:58:00+00:00,,,51.716597,-3.447215,Female,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-08T01:30:00+00:00,,,51.475904,-3.164323,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),,Suspect arrested,,
Person search,2016-06-08T04:11:00+00:00,,,51.522224,-3.111179,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,
Person search,2016-06-08T05:15:00+00:00,,,51.716597,-3.447215,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,
Person search,2016-06-08T08:27:00+00:00,,,,,,,,,,,,,
Person search,2016-06-08T10:06:00+00:00,,,51.618476,-3.811975,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person and Vehicle search,2016-06-08T14:39:00+00:00,,,51.484463,-3.231266,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-06-08T15:21:00+00:00,,,51.505603,-3.577447,Female,25-34,White - White British (W1),White,,,,,
Person search,2016-06-08T15:55:00+00:00,,,51.505328,-3.578461,Female,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,True,
Person search,2016-06-08T18:41:00+00:00,,,51.622564,-3.946377,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,
Person search,2016-06-08T18:41:00+00:00,,,,,,,,,,,,,
Person search,2016-06-08T18:41:00+00:00,,,,,,,,,,,,,
Person search,2016-06-08T21:00:00+00:00,,,51.481574,-3.177285,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-08T21:34:00+00:00,,,,,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2016-06-08T21:44:00+00:00,,,51.526048,-3.116606,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-08T23:20:00+00:00,,,51.559971,-3.354266,Male,18-24,Black or Black British - Any other Black ethnic background (B9),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-08T23:53:00+00:00,,,51.662718,-3.928230,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,
Person search,2016-06-08T23:53:00+00:00,,,51.662718,-3.928230,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,
Person search,2016-06-09T00:09:00+00:00,,,51.565246,-3.584244,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2016-06-09T01:49:00+00:00,,,,,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,False,
Person search,2016-06-09T01:56:00+00:00,,,51.560041,-3.601995,Female,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-06-09T03:59:00+00:00,,,51.513923,-3.496986,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,False,
Person search,2016-06-09T04:00:00+00:00,,,51.536515,-3.134308,Male,25-34,,,,,,,
Person search,2016-06-09T04:23:00+00:00,,,51.569461,-3.306355,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,False,
Person search,2016-06-09T04:26:00+00:00,,,51.569461,-3.306355,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,True,
Person search,2016-06-09T11:10:00+00:00,,,,,,,,,,,,,
Person search,2016-06-09T11:11:00+00:00,,,,,,,,,,,,,
Person search,2016-06-09T13:29:00+00:00,,,51.514012,-3.565272,Male,18-24,,,,,,,
Person search,2016-06-09T13:29:00+00:00,,,51.514012,-3.565272,Male,10-17,,,,,,,
Person search,2016-06-09T13:29:00+00:00,,,51.514012,-3.565272,Male,18-24,,,,,,,
Person search,2016-06-09T18:56:00+00:00,,,51.601712,-3.829502,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Firearms,,False,
Person search,2016-06-09T22:30:00+00:00,,,51.718580,-3.450477,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-06-09T22:57:00+00:00,,,51.481968,-3.159380,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given penalty notice,False,
Person search,2016-06-09T23:10:00+00:00,,,51.481327,-3.160602,Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,
Person search,2016-06-10T02:00:00+00:00,,,51.634732,-3.417253,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-06-10T03:47:00+00:00,,,51.535027,-3.131979,Female,18-24,Not Stated (NS),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,
Person and Vehicle search,2016-06-10T03:47:00+00:00,,,51.535027,-3.131979,Female,18-24,Not Stated (NS),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,
Person and Vehicle search,2016-06-10T03:47:00+00:00,,,51.535027,-3.131979,Female,18-24,Not Stated (NS),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,
Person and Vehicle search,2016-06-10T03:54:00+00:00,,,51.511346,-3.602836,Male,25-34,Mixed - White and Black Caribbean (M1),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,False,
Person search,2016-06-10T04:42:00+00:00,,,51.609078,-3.800942,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
