Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2016-09-02T05:11:00+00:00,,,51.632733,-3.936668,Male,18-24,Black or Black British - African (B2),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-09-02T07:48:00+00:00,,,51.655523,-3.910171,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,False,
Person and Vehicle search,2016-09-02T10:15:00+00:00,,,51.603951,-3.351834,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,
Person search,2016-09-02T11:44:00+00:00,,,51.631773,-3.938173,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-02T12:14:00+00:00,,,51.652469,-3.847013,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,
Person search,2016-09-02T12:33:00+00:00,,,51.484048,-3.161838,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-02T12:44:00+00:00,,,51.612122,-3.961615,Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,
Person search,2016-09-02T13:04:00+00:00,,,51.710258,-3.441367,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-02T14:05:00+00:00,,,51.605381,-3.339285,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-02T15:43:00+00:00,,,51.713560,-3.447784,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-02T20:25:00+00:00,,,51.611068,-3.990038,Female,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-02T21:04:00+00:00,,,51.414700,-3.249393,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-02T21:27:00+00:00,,,,,Male,25-34,,,,,,,
Person search,2016-09-03T00:26:00+00:00,,,51.662124,-3.806747,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect arrested,False,
Person search,2016-09-03T00:35:00+00:00,,,,,Male,25-34,White - White British (W1),White,,Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-03T01:31:00+00:00,,,51.414700,-3.249393,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,False,
Person search,2016-09-03T01:34:00+00:00,,,51.410563,-3.252012,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,False,
Person search,2016-09-03T01:36:00+00:00,,,51.392214,-3.347293,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,False,
Person search,2016-09-03T02:12:00+00:00,,,51.488189,-3.174906,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person and Vehicle search,2016-09-03T06:17:00+00:00,,,51.630983,-3.820767,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,
Person search,2016-09-03T07:24:00+00:00,,,51.525026,-3.099081,Male,18-24,Not Stated (NS),Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,False,
Person search,2016-09-03T07:24:00+00:00,,,51.525026,-3.099081,Male,18-24,Not Stated (NS),Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,False,
Person search,2016-09-03T07:24:00+00:00,,,51.525026,-3.099081,Male,25-34,Asian or Asian British - Any other Asian ethnic background (A9),Other,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,
Person search,2016-09-03T08:41:00+00:00,,,51.607641,-3.333445,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-03T12:13:00+00:00,,,51.586491,-3.415751,Male,10-17,Not Stated (NS),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,
Person search,2016-09-03T12:37:00+00:00,,,,,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-03T18:15:00+00:00,,,51.413404,-3.249573,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-03T18:17:00+00:00,,,51.411920,-3.251215,Female,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-09-03T20:14:00+00:00,,,51.473121,-3.173712,Male,18-24,Black or Black British - African (B2),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-09-03T20:14:00+00:00,,,51.473121,-3.173712,Male,18-24,Black or Black British - African (B2),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-03T23:13:00+00:00,,,51.605381,-3.339285,Male,18-24,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,
Person search,2016-09-03T23:19:00+00:00,,,51.599883,-3.341982,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-03T23:21:00+00:00,,,,,,,,,,,,,
Person search,2016-09-04T01:49:00+00:00,,,51.485571,-3.227652,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,
Person search,2016-09-04T02:24:00+00:00,,,51.653004,-3.283517,Male,18-24,,,,,,,
Person search,2016-09-04T04:04:00+00:00,,,51.483701,-3.231072,Male,18-24,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Firearms Act 1968 (section 47),Firearms,Nothing found - no further action,False,
Person search,2016-09-04T04:06:00+00:00,,,51.477990,-3.184954,Male,10-17,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Firearms Act 1968 (section 47),Firearms,Nothing found - no further action,False,
Person search,2016-09-04T04:17:00+00:00,,,51.477990,-3.184954,Male,18-24,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Firearms Act 1968 (section 47),Firearms,Nothing found - no further action,False,
Person and Vehicle search,2016-09-04T04:27:00+00:00,,,51.639329,-4.010208,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-09-04T04:27:00+00:00,,,51.639329,-4.010208,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-09-04T04:27:00+00:00,,,51.639329,-4.010208,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-04T13:43:00+00:00,,,51.479192,-3.188830,Male,18-24,Black or Black British - African (B2),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-04T13:46:00+00:00,,,51.479408,-3.192277,Male,10-17,Black or Black British - African (B2),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-04T13:48:00+00:00,,,51.479192,-3.188830,Male,10-17,Mixed - Any other Mixed ethnic background (M9),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-04T13:50:00+00:00,,,51.479408,-3.192277,Male,10-17,Black or Black British - Any other Black ethnic background (B9),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-04T13:55:00+00:00,,,51.479408,-3.192277,Male,10-17,Black or Black British - Any other Black ethnic background (B9),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-04T17:10:00+00:00,,,51.479605,-3.177277,Male,25-34,Black or Black British - African (B2),Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Offender given penalty notice,False,
Person and Vehicle search,2016-09-04T17:20:00+00:00,,,51.506547,-3.561975,Male,25-34,White - Any other White ethnic background (W9),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,
Person search,2016-09-04T21:30:00+00:00,,,51.629779,-3.821283,Male,25-34,White - White British (W1),White,,Article for use in theft,Nothing found - no further action,False,
Person and Vehicle search,2016-09-04T23:05:00+00:00,,,,,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-05T04:00:00+00:00,,,51.486567,-3.683460,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-05T04:46:00+00:00,,,,,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-05T07:37:00+00:00,,,51.397370,-3.285418,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-05T13:47:00+00:00,,,51.622101,-3.947758,Male,18-24,Black or Black British - African (B2),Black,Firearms Act 1968 (section 47),Firearms,Nothing found - no further action,False,
Person search,2016-09-05T14:35:00+00:00,,,51.622101,-3.947758,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-05T14:42:00+00:00,,,51.622101,-3.947758,Female,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-05T18:44:00+00:00,,,51.481806,-3.156683,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,
Person and Vehicle search,2016-09-05T20:32:00+00:00,,,51.665578,-3.510729,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-05T20:33:00+00:00,,,51.465439,-3.170478,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,
Person search,2016-09-06T01:13:00+00:00,,,51.594937,-3.783577,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-06T10:37:00+00:00,,,51.575135,-3.432672,Female,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-06T16:07:00+00:00,,,51.476545,-3.184715,Female,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,False,
Person and Vehicle search,2016-09-06T20:43:00+00:00,,,51.647984,-3.977170,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-07T00:53:00+00:00,,,51.570237,-3.416920,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),,Nothing found - no further action,False,
Person search,2016-09-07T03:10:00+00:00,,,51.485297,-3.144515,Male,over 34,Mixed - Any other Mixed ethnic background (M9),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-09-07T05:09:00+00:00,,,51.658065,-3.805819,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,False,
Person search,2016-09-07T09:52:00+00:00,,,51.619929,-3.942046,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,False,
Person and Vehicle search,2016-09-07T15:19:00+00:00,,,52.411241,-3.836582,Female,over 34,,,,,,,
Person search,2016-09-07T17:03:00+00:00,,,51.660297,-3.922315,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-07T20:44:00+00:00,,,51.592082,-3.778528,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-07T21:02:00+00:00,,,51.592082,-3.778528,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),,Nothing found - no further action,False,
Person search,2016-09-07T22:18:00+00:00,,,51.412711,-3.267198,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),,Nothing found - no further action,False,
Person search,2016-09-08T00:34:00+00:00,,,51.485094,-3.167870,Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-08T00:34:00+00:00,,,51.485094,-3.167870,Male,25-34,Black or Black British - Any other Black ethnic background (B9),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-08T00:43:00+00:00,,,51.492666,-3.176807,Male,18-24,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-08T02:54:00+00:00,,,51.569422,-3.321057,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-09-08T03:47:00+00:00,,,51.531505,-3.681918,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-08T06:26:00+00:00,,,51.599883,-3.341982,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-08T09:27:00+00:00,,,51.666620,-3.467557,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-08T15:26:00+00:00,,,51.489957,-3.178811,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-08T15:26:00+00:00,,,51.488790,-3.173265,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-08T16:51:00+00:00,,,51.674843,-4.161437,Male,18-24,White - White British (W1),White,Firearms Act 1968 (section 47),Offensive weapons,Suspect arrested,True,
Person search,2016-09-08T21:33:00+00:00,,,51.519771,-3.177362,Male,18-24,Mixed - White and Black Caribbean (M1),,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-09-08T21:34:00+00:00,,,51.481259,-3.198648,Female,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-08T21:43:00+00:00,,,51.519771,-3.177362,Male,18-24,Mixed - White and Asian (M3),Asian,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-09-08T21:47:00+00:00,,,51.483607,-3.247589,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,
Person search,2016-09-08T21:54:00+00:00,,,51.479270,-3.246174,Female,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),,Suspect arrested,False,
Person search,2016-09-08T22:31:00+00:00,,,51.480329,-3.242171,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-08T23:13:00+00:00,,,51.480799,-3.179266,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-08T23:24:00+00:00,,,51.519771,-3.177362,Male,10-17,Not Stated (NS),Asian,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-09-08T23:41:00+00:00,,,51.501851,-3.189751,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),,Nothing found - no further action,False,
Person search,2016-09-08T23:42:00+00:00,,,51.497498,-3.183602,Male,18-24,Not Stated (NS),Black,Police and Criminal Evidence Act 1984 (section 1),,Nothing found - no further action,False,
Person search,2016-09-08T23:42:00+00:00,,,51.497498,-3.183602,Male,10-17,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),,Nothing found - no further action,False,
Person search,2016-09-08T23:42:00+00:00,,,51.497498,-3.183602,Male,10-17,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),,Nothing found - no further action,False,
Person search,2016-09-09T01:52:00+00:00,,,51.652469,-3.847013,Female,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-09T02:56:00+00:00,,,51.532790,-3.062635,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),,Nothing found - no further action,False,
Person search,2016-09-09T02:56:00+00:00,,,51.532790,-3.062635,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),,Nothing found - no further action,False,
Person search,2016-09-09T02:56:00+00:00,,,51.532790,-3.062635,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),,Nothing found - no further action,False,
Person search,2016-09-09T02:56:00+00:00,,,51.532790,-3.062635,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),,Nothing found - no further action,False,
Person search,2016-09-09T10:45:00+00:00,,,51.625070,-3.941153,Male,25-34,Black or Black British - African (B2),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-09T13:14:00+00:00,,,51.622570,-3.957400,Female,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-09T20:39:00+00:00,,,51.602882,-3.827700,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,False,
Person search,2016-09-09T23:54:00+00:00,,,51.464709,-3.170632,Male,over 34,Asian or Asian British - Pakistani (A2),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-09-10T01:15:00+00:00,,,51.627965,-3.957979,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-09-10T01:15:00+00:00,,,51.627965,-3.957979,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-10T12:49:00+00:00,,,51.621795,-4.005402,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,
Person search,2016-09-10T15:42:00+00:00,,,51.488332,-3.176767,Female,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,
Person search,2016-09-10T15:43:00+00:00,,,51.484170,-3.178461,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-10T16:55:00+00:00,,,51.713560,-3.447784,Female,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,
Person search,2016-09-10T17:49:00+00:00,,,51.600575,-3.810627,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),,Nothing found - no further action,False,
Person search,2016-09-10T17:57:00+00:00,,,51.600575,-3.810627,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),,Nothing found - no further action,False,
Person search,2016-09-10T20:37:00+00:00,,,,,Male,10-17,Asian or Asian British - Pakistani (A2),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-10T22:16:00+00:00,,,51.508730,-3.583593,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-10T22:17:00+00:00,,,51.531804,-3.643059,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-09-10T22:27:00+00:00,,,51.695112,-3.905978,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person and Vehicle search,2016-09-10T22:27:00+00:00,,,51.695112,-3.905978,Female,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-10T22:33:00+00:00,,,51.477069,-3.176377,Male,18-24,Not Stated (NS),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-10T22:33:00+00:00,,,51.623692,-3.949401,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-10T22:33:00+00:00,,,51.623692,-3.949401,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-10T22:33:00+00:00,,,51.623692,-3.949401,Male,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-11T00:21:00+00:00,,,51.509129,-3.189393,Male,over 34,White - White British (W1),White,,,Nothing found - no further action,False,
Person search,2016-09-11T04:37:00+00:00,,,51.631555,-3.950793,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,False,
Person search,2016-09-11T09:48:00+00:00,,,51.481140,-3.179290,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-11T09:48:00+00:00,,,51.481140,-3.179290,Male,25-34,Not Stated (NS),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-11T13:13:00+00:00,,,,,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-11T18:51:00+00:00,,,51.655560,-3.889528,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-09-11T18:51:00+00:00,,,51.655560,-3.889528,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,False,
Person search,2016-09-11T21:56:00+00:00,,,51.617698,-3.756663,Female,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-11T21:56:00+00:00,,,51.617698,-3.756663,Female,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-11T23:02:00+00:00,,,51.640789,-3.943269,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,False,
Person search,2016-09-12T00:37:00+00:00,,,51.464709,-3.170632,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-12T00:44:00+00:00,,,51.481876,-3.213828,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,
Person search,2016-09-12T05:19:00+00:00,,,51.468269,-3.204455,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),,Nothing found - no further action,False,
Person search,2016-09-12T05:30:00+00:00,,,51.486633,-3.235328,Female,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),,Nothing found - no further action,False,
Person search,2016-09-12T14:11:00+00:00,,,,,,,,,,,,,
Person search,2016-09-12T18:46:00+00:00,,,51.636130,-3.655989,Male,over 34,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),,Suspect arrested,False,
Person search,2016-09-12T21:31:00+00:00,,,51.508593,-3.227478,Male,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),,Nothing found - no further action,False,
